,Gender,Age,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Stress_Level (1-10),Sleep_Hours_per_Night,Grade
3594,1,23,56.48,74.39,42.79,86.33,65.71,7.62,79.36,76.49,17.8,0,1,7,7.2,2
3595,0,23,97.87,76.56,71.13,97.28,69.93,6.78,57.03,69.86,17.1,1,1,7,7.1,1
3596,0,18,75.75,42.4,97.78,69.09,55.95,1.07,78.17,86.85,9.3,0,1,3,4.8,2
3597,1,19,67.47,43.76,61.83,87.06,59.65,2.39,90.65,62.43,20.2,0,1,3,6.5,1
3598,1,21,64.39,99.83,89.13,96.3,92.29,2.14,88.29,62.87,22.2,0,0,7,6.8,1
3599,1,24,89.01,99.24,41.97,81.35,67.55,2.65,77.18,89.86,17.1,1,1,5,5.0,1
3600,1,22,78.79,98.1,87.82,57.73,53.32,4.58,55.56,84.16,16.7,0,1,1,5.9,1
3601,0,23,,75.76,98.96,95.42,55.4,5.37,84.56,87.47,28.3,1,1,1,6.5,3
3602,0,19,80.51,50.45,72.04,93.38,65.62,6.44,97.2,95.65,25.8,0,1,4,7.1,3
3603,1,21,71.21,47.47,41.55,73.97,76.4,0.89,74.38,99.68,17.1,0,1,10,7.2,2
3604,1,20,96.14,46.37,78.59,68.0,93.55,5.89,93.74,95.09,7.1,0,1,2,8.0,1
3605,1,20,58.23,49.84,61.07,72.69,61.0,9.5,89.63,53.66,14.9,0,1,9,8.9,2
3606,1,21,75.22,96.93,51.71,,51.88,1.36,86.47,58.64,23.8,1,1,10,6.9,3
3607,1,19,,42.89,69.75,,54.82,2.44,55.77,73.89,8.0,0,1,2,6.0,1
3608,1,21,71.68,70.0,46.07,98.68,68.46,7.68,79.15,81.59,5.0,0,1,7,8.9,1
3609,1,19,56.07,47.28,48.33,87.06,66.39,2.56,70.24,52.89,18.4,0,1,7,8.0,3
3610,1,23,84.82,76.59,94.04,76.37,51.69,5.57,60.6,89.74,21.3,0,1,6,5.5,2
3611,0,23,62.12,81.14,85.32,82.19,69.11,4.15,66.8,53.09,16.0,0,1,8,7.6,1
3612,0,21,61.15,83.61,61.33,90.16,93.4,7.75,71.68,80.24,27.2,0,1,7,5.0,3
3613,0,22,71.96,76.15,94.71,94.47,56.65,1.75,50.59,50.69,18.9,1,1,8,7.0,2
3614,0,22,62.95,87.75,81.51,90.53,92.76,5.59,98.91,72.84,22.9,1,1,8,5.0,2
3615,0,18,98.62,68.96,46.87,89.5,70.44,4.99,53.17,74.35,27.9,0,1,6,4.6,1
3616,0,22,94.63,49.65,94.53,93.04,51.35,2.23,63.03,54.52,27.9,0,0,9,8.3,1
3617,0,23,97.05,93.93,81.32,84.18,71.8,3.35,61.64,57.65,29.7,0,1,8,4.7,1
3618,1,21,,87.15,93.63,89.64,81.38,0.15,71.84,65.61,19.2,1,1,5,6.3,2
3619,0,18,72.4,83.93,51.88,55.48,79.45,7.43,74.06,51.61,23.7,0,1,10,7.1,1
3620,0,23,61.67,90.64,90.34,85.79,61.15,9.1,75.62,67.87,20.7,1,1,4,8.2,2
3621,1,23,93.52,95.91,77.39,78.38,69.91,6.99,87.82,66.96,28.0,1,1,4,8.8,1
3622,0,22,61.68,72.44,57.34,91.76,82.21,0.92,81.94,54.17,21.7,0,1,3,7.1,1
3623,1,23,50.66,99.26,52.34,90.13,98.18,3.67,74.19,59.07,16.4,0,1,3,4.0,2
3624,0,22,99.29,74.79,73.85,77.02,67.81,5.2,94.39,81.0,29.3,0,1,1,4.7,1
3625,1,19,54.38,93.56,89.63,99.76,74.83,0.32,50.85,96.49,13.9,0,1,2,6.4,3
3626,1,23,,96.93,51.61,82.0,83.76,5.38,67.71,71.35,15.1,0,1,1,4.7,3
3627,1,19,96.77,46.11,61.02,61.17,79.67,0.76,92.84,90.3,11.3,1,0,3,4.6,1
3628,1,18,81.19,62.57,46.08,87.96,59.54,5.6,67.97,68.91,13.3,1,0,2,7.7,2
3629,0,22,71.78,49.59,77.63,90.32,55.19,4.01,51.01,69.07,9.9,0,1,8,6.2,2
3630,0,21,74.33,44.32,65.41,78.51,66.29,3.71,82.04,91.28,14.3,0,1,5,5.7,1
3631,1,18,66.23,95.19,75.34,79.86,71.9,4.15,64.55,98.0,25.7,1,1,5,7.9,2
3632,0,20,94.84,55.03,43.52,94.46,68.64,4.9,64.55,91.47,23.1,1,1,5,8.5,1
3633,1,21,64.59,98.58,99.83,88.57,56.51,7.46,58.37,94.45,5.8,0,1,4,5.3,2
3634,0,18,78.33,71.4,41.52,70.14,89.09,5.06,87.99,83.39,27.6,1,0,2,4.9,1
3635,0,24,72.53,55.39,56.63,83.41,77.71,7.2,64.58,54.6,22.0,0,1,7,6.4,1
3636,1,22,86.39,61.34,55.95,87.42,60.97,1.52,91.66,69.72,15.4,1,1,8,6.3,1
3637,1,24,78.16,52.6,81.61,78.02,76.78,4.76,69.41,85.54,23.5,0,1,7,6.3,2
3638,1,21,87.96,62.64,89.55,83.11,72.17,0.15,75.1,78.06,14.2,0,1,10,4.1,1
3639,1,18,97.64,75.18,89.66,94.58,77.24,9.2,65.8,89.39,11.6,0,1,8,4.2,1
3640,0,20,78.13,85.74,43.1,,76.25,4.79,86.39,97.17,22.5,0,1,10,4.5,2
3641,1,19,82.14,83.5,93.45,95.04,82.36,1.02,75.51,70.24,23.8,1,1,7,4.7,1
3642,1,24,95.29,59.96,87.87,,87.84,3.39,51.06,60.45,11.5,1,1,9,4.7,1
3643,1,23,53.15,40.36,40.5,61.0,96.7,0.41,64.03,61.45,26.7,1,1,2,8.8,3
3644,1,22,80.68,55.87,54.03,75.86,69.74,3.06,97.43,84.84,14.2,1,1,10,7.3,1
3645,1,22,56.24,87.21,72.47,84.92,63.71,4.34,62.63,74.45,22.8,0,0,2,5.3,3
3646,0,24,80.55,71.78,50.14,63.65,81.1,4.47,56.29,54.06,26.1,0,1,3,6.9,3
3647,1,21,86.22,98.79,61.86,83.97,64.14,3.16,67.73,64.34,8.3,0,1,8,8.5,1
3648,1,19,63.09,60.57,56.8,53.42,82.88,5.29,56.71,59.43,18.9,0,1,7,4.9,3
3649,0,23,61.17,72.84,99.5,55.13,76.31,0.49,68.0,99.69,12.1,0,1,5,4.7,2
3650,1,24,97.04,94.01,49.88,57.73,57.18,6.61,63.01,50.92,25.3,0,1,4,7.4,1
3651,0,23,58.06,77.28,89.62,,93.69,9.19,87.48,95.05,26.0,0,1,8,7.6,2
3652,1,20,63.58,96.73,70.91,70.02,51.02,6.64,51.38,87.17,8.4,0,1,1,4.3,1
3653,1,21,60.2,61.22,94.91,67.58,86.12,0.38,89.3,63.39,28.2,0,1,2,4.7,1
3654,1,24,76.09,48.83,96.31,70.41,56.89,6.57,80.35,84.79,11.5,0,1,10,7.2,1
3655,1,20,62.93,45.69,53.55,76.31,71.46,2.06,88.8,81.96,11.3,1,1,5,6.3,1
3656,1,23,78.63,87.58,44.73,61.21,82.93,3.46,80.29,86.82,23.5,0,1,4,5.9,1
3657,1,21,94.48,81.95,67.17,82.78,62.67,1.53,66.58,71.82,11.4,0,1,4,6.1,1
3658,0,20,88.93,84.19,42.02,68.64,70.95,8.19,54.75,51.75,7.8,1,0,5,5.8,1
3659,1,24,,93.24,61.32,82.99,67.88,2.4,58.8,54.92,16.3,0,1,5,6.0,2
3660,1,19,80.29,58.16,88.57,86.84,66.8,6.68,65.17,94.67,27.7,0,0,6,5.6,2
3661,1,19,,77.26,86.45,80.63,80.66,6.5,84.21,95.48,22.8,0,1,3,4.5,1
3662,0,22,61.02,88.29,78.67,63.81,51.76,1.87,54.09,99.34,14.0,0,0,10,8.8,1
3663,0,23,,45.94,74.18,59.72,93.99,3.05,67.86,81.21,26.3,1,1,7,5.5,2
3664,0,20,52.43,45.28,63.59,75.09,65.9,8.6,78.72,65.34,14.0,0,1,2,4.5,2
3665,1,24,77.5,90.2,55.29,70.83,66.38,4.04,72.62,60.49,22.8,1,1,1,6.1,1
3666,1,22,,68.78,46.03,93.31,85.95,4.57,88.18,61.64,5.8,0,1,5,9.0,2
3667,1,20,57.47,47.48,99.31,71.92,61.2,4.6,77.66,69.53,29.2,0,1,10,4.4,2
3668,0,23,94.98,75.19,89.2,88.14,71.39,4.77,87.4,90.23,29.5,1,1,4,7.5,1
3669,1,21,,42.49,86.69,56.89,89.28,5.98,81.03,69.19,11.8,0,1,1,6.5,1
3670,1,22,82.51,90.99,54.23,,99.57,2.89,89.0,94.61,24.9,0,1,1,6.8,1
3671,1,24,,65.77,43.83,88.95,88.94,4.17,60.61,95.11,12.5,0,1,10,6.1,1
3672,0,22,85.86,75.15,54.34,94.64,65.54,8.72,87.93,50.83,5.8,0,1,3,6.1,1
3673,0,23,81.46,73.8,80.89,84.38,53.11,6.3,89.37,56.44,5.8,0,0,1,6.4,1
3674,1,18,69.06,94.42,84.99,85.3,81.54,6.5,59.6,54.68,9.7,0,1,2,6.1,2
3675,0,18,,91.8,59.48,76.4,69.5,2.86,59.52,87.74,28.8,1,1,3,7.2,3
3676,1,22,63.4,84.38,49.88,54.92,92.29,3.33,57.93,85.73,23.9,0,0,10,4.7,2
3677,1,18,79.67,72.99,50.54,90.08,55.45,8.03,52.56,91.85,13.6,1,1,10,5.6,1
3678,1,24,,69.91,44.14,77.41,87.63,1.98,96.58,82.9,13.5,0,1,5,8.6,2
3679,1,19,65.11,86.31,49.8,,88.08,2.79,60.87,95.96,5.0,0,1,4,4.0,2
3680,0,23,99.12,53.79,50.24,97.35,65.67,4.57,63.39,79.87,10.6,0,1,1,6.7,1
3681,1,19,88.65,77.73,46.76,93.23,62.22,2.62,55.27,90.27,15.6,1,0,10,5.5,1
3682,0,18,90.64,73.42,60.33,52.75,71.26,6.0,69.77,91.75,28.4,1,1,4,5.8,1
3683,1,20,78.64,88.09,76.13,84.03,52.63,8.71,89.11,56.34,22.0,0,1,10,5.8,1
3684,1,19,77.07,65.76,67.88,,82.72,1.78,82.42,90.23,23.1,0,1,1,7.3,3
3685,0,21,96.55,87.51,76.24,50.85,54.5,6.87,62.55,78.5,14.4,0,1,1,6.8,1
3686,1,18,66.48,74.45,84.03,50.52,52.77,5.02,59.21,68.45,21.8,1,1,3,4.1,2
3687,1,19,83.43,95.85,67.97,,64.69,0.01,73.66,56.78,19.8,0,1,3,4.4,1
3688,1,24,63.0,61.56,41.71,51.82,93.72,9.5,89.8,83.05,23.0,1,1,1,6.8,2
3689,1,24,65.63,95.34,44.9,52.62,97.61,8.22,62.99,52.2,28.8,0,1,3,8.4,3
3690,1,22,99.81,45.54,61.31,52.37,96.38,8.43,69.03,52.91,19.1,0,1,3,6.3,1
3691,0,24,59.18,63.85,54.6,,53.46,4.15,75.5,79.83,9.5,0,1,2,5.3,3
3692,0,24,58.91,65.02,60.52,53.36,94.84,6.5,81.61,78.35,25.5,0,1,6,7.9,3
3693,1,22,76.65,42.73,98.24,58.83,90.52,1.29,98.34,61.02,20.7,0,1,7,6.9,3
3694,0,22,52.67,91.43,44.55,61.41,65.93,5.56,62.11,50.23,25.8,0,1,7,8.6,2
3695,1,18,94.56,73.78,46.01,60.22,78.6,2.99,74.92,70.16,27.1,0,1,8,6.4,1
3696,1,22,60.9,65.9,60.9,79.26,55.31,9.98,87.39,91.52,8.0,1,1,4,8.5,2
3697,0,23,,70.8,46.08,50.34,53.7,4.85,51.29,53.52,28.5,0,1,4,8.0,1
3698,1,18,72.89,63.96,84.03,78.56,93.77,9.34,64.9,83.79,10.0,0,1,3,7.5,1
3699,0,24,81.67,86.49,84.08,75.73,51.37,9.43,51.35,78.34,10.2,0,0,4,5.1,1
3700,1,23,60.67,48.42,62.72,83.03,52.81,4.6,63.23,99.29,7.6,0,1,5,4.0,2
3701,1,24,93.7,60.76,79.21,64.59,96.84,8.55,62.15,90.65,21.9,1,1,6,4.0,1
3702,1,23,89.87,64.74,61.87,87.31,56.16,8.66,85.39,90.17,19.7,1,1,7,7.9,1
3703,1,19,82.14,92.39,90.67,52.73,70.72,5.75,94.4,52.15,19.5,0,1,4,6.2,2
3704,0,18,51.41,81.72,71.21,,66.87,1.08,79.3,70.75,25.2,0,1,6,4.2,2
3705,0,20,70.39,62.05,77.0,79.15,94.42,5.93,70.49,91.54,17.6,1,1,8,4.4,1
3706,0,20,,91.6,94.73,80.74,87.97,7.84,72.61,97.57,26.5,0,1,4,6.9,2
3707,1,18,98.2,76.42,87.43,,75.84,3.63,93.94,93.96,29.1,0,1,4,6.7,1
3708,1,18,86.72,47.5,56.49,66.65,93.94,9.55,62.39,52.02,23.0,1,1,8,6.9,1
3709,0,22,64.62,79.05,75.61,91.55,83.02,8.85,50.96,82.81,17.2,0,1,6,6.3,2
3710,1,18,71.46,51.44,60.48,85.14,94.92,2.79,52.84,64.15,22.9,0,0,2,4.8,2
3711,0,24,98.06,58.24,52.45,,89.96,9.21,80.68,70.11,12.7,1,0,2,5.0,1
3712,1,18,70.57,45.2,49.16,76.41,97.29,4.93,77.34,88.18,16.5,0,1,10,6.5,2
3713,0,22,83.29,90.96,89.29,61.94,61.92,0.31,61.26,99.85,25.4,0,1,8,7.0,2
3714,0,20,86.69,75.8,95.31,62.54,89.18,7.61,84.98,50.42,23.9,0,0,4,5.9,1
3715,0,19,60.6,72.92,83.31,66.12,64.37,8.52,89.62,84.95,13.1,0,1,3,5.0,1
3716,0,19,58.43,64.43,87.6,75.44,70.44,8.34,73.96,77.56,13.4,0,1,4,8.1,3
3717,1,23,60.6,52.04,99.5,88.6,92.05,0.64,83.83,66.97,8.6,0,1,5,6.8,1
3718,1,22,58.63,90.29,84.39,98.01,74.64,8.02,54.65,57.39,10.4,0,1,6,7.6,2
3719,1,19,66.18,89.22,77.39,58.99,83.08,4.46,59.8,94.62,10.2,0,1,7,5.3,1
3720,0,21,80.68,57.43,80.49,66.78,78.89,2.93,59.79,61.78,15.3,1,1,8,5.7,1
3721,0,19,52.93,69.53,52.26,67.0,68.96,6.94,70.5,78.19,8.8,0,1,5,8.8,2
3722,1,19,96.27,69.11,64.61,69.16,87.84,8.37,81.38,75.41,15.2,0,1,10,6.5,1
3723,1,18,79.78,43.65,49.36,,69.3,4.65,52.08,94.83,8.8,0,1,7,5.0,1
3724,0,19,89.79,83.84,66.59,50.6,54.1,7.06,87.91,83.88,20.8,0,1,9,4.1,1
3725,0,23,81.7,47.57,79.9,78.35,71.35,3.66,88.69,88.41,24.0,1,1,4,6.0,2
3726,1,21,76.02,81.9,97.48,,52.52,4.11,75.0,69.11,18.6,1,1,1,4.5,2
3727,0,19,81.51,40.92,78.27,98.45,58.93,3.5,74.4,69.92,13.5,1,0,4,8.7,1
3728,0,20,66.31,62.44,70.69,95.88,53.8,9.86,64.68,62.87,23.0,0,1,10,5.8,1
3729,1,21,,94.22,48.84,58.89,77.41,9.36,94.49,57.39,15.8,0,0,3,4.3,3
3730,0,23,60.55,76.15,84.19,62.3,77.13,6.14,52.75,93.72,20.5,0,1,9,7.8,1
3731,1,21,68.44,86.13,87.33,68.87,94.64,9.46,57.62,59.23,7.8,0,1,6,5.3,2
3732,0,22,52.58,54.85,53.46,76.89,94.32,7.88,58.0,85.1,28.3,0,1,9,4.1,3
3733,1,19,76.76,51.56,41.1,75.82,77.59,1.05,81.14,51.24,26.2,0,1,4,5.5,1
3734,1,20,92.12,69.64,60.62,,51.78,1.67,67.89,58.46,26.7,1,1,9,7.5,1
3735,0,20,50.66,68.85,83.52,78.21,62.89,8.3,71.5,73.91,21.5,0,1,6,8.1,2
3736,1,19,75.73,63.46,95.19,95.16,85.39,2.21,60.29,75.24,6.8,1,1,6,7.7,1
3737,0,18,62.95,70.42,75.07,,93.83,0.65,71.6,92.12,13.0,0,1,3,5.6,3
3738,0,22,97.94,61.52,59.15,71.03,56.47,10.0,58.37,99.11,26.7,0,1,3,6.3,1
3739,1,19,55.79,71.53,59.21,,96.55,9.11,83.49,73.37,21.8,1,1,5,8.1,2
3740,0,21,63.86,87.73,89.69,50.94,70.72,0.27,74.8,90.3,24.7,0,1,5,5.9,2
3741,1,23,72.77,98.72,94.06,,74.83,2.3,69.22,81.55,5.5,0,1,9,4.1,3
3742,1,21,,88.87,75.1,78.93,74.62,5.65,63.39,73.14,18.8,0,1,10,6.7,2
3743,1,19,53.74,89.67,73.2,85.29,89.6,4.26,64.91,57.57,11.6,1,1,3,8.3,3
3744,1,22,85.46,85.77,50.39,66.85,73.58,0.8,85.05,60.07,16.1,0,1,8,7.4,1
3745,1,19,67.7,58.24,88.21,56.54,63.19,0.58,50.49,80.25,6.0,0,1,6,7.2,1
3746,1,22,66.23,97.74,76.23,55.15,86.19,7.04,93.08,95.67,5.8,1,1,6,7.9,2
3747,1,24,74.06,52.19,42.52,97.51,89.59,4.31,80.53,99.23,20.2,0,1,8,5.5,1
3748,1,23,,71.39,47.61,89.16,96.53,4.4,81.98,63.36,9.7,0,1,6,4.1,1
3749,1,24,99.34,84.45,67.43,99.93,73.61,0.84,65.34,60.21,6.2,0,1,3,7.1,1
3750,1,23,68.12,96.0,40.8,61.15,92.31,9.13,98.37,57.1,21.8,1,1,3,8.1,1
3751,0,19,,65.31,85.18,92.06,59.42,1.8,70.67,98.19,22.1,0,1,10,7.6,2
3752,1,21,,80.79,76.98,94.26,54.01,9.45,68.33,91.95,7.9,1,0,3,6.5,1
3753,0,21,69.47,51.58,71.33,60.94,66.39,4.29,64.47,57.7,12.3,0,1,3,4.0,1
3754,1,21,73.1,83.78,77.66,71.78,70.31,5.74,65.98,64.06,20.6,1,0,4,6.9,3
3755,0,21,55.51,49.98,65.12,90.85,69.19,5.83,84.13,95.66,10.3,1,1,8,6.4,2
3756,1,20,,88.02,62.63,55.62,87.68,5.75,57.49,53.18,17.4,0,1,2,6.4,1
3757,1,18,50.88,53.03,46.46,97.56,65.1,1.54,60.55,88.34,27.5,0,1,2,8.3,2
3758,0,22,52.93,40.35,44.66,79.93,89.78,2.27,58.68,66.11,13.6,0,1,2,8.5,2
3759,1,22,53.95,77.66,50.03,84.09,56.05,5.91,84.46,89.46,6.8,0,1,2,7.7,2
3760,1,22,85.49,78.07,48.95,62.6,83.75,4.78,68.98,97.04,8.8,1,1,10,6.2,1
3761,0,22,99.65,84.13,45.32,86.3,94.03,2.14,58.17,91.08,28.0,0,1,6,4.1,1
3762,0,24,75.75,82.63,89.17,84.11,77.97,7.83,53.3,72.02,14.9,0,1,9,6.7,2
3763,0,21,66.42,55.4,95.34,,79.33,4.03,95.49,81.4,22.2,0,1,3,6.0,2
3764,1,22,78.43,54.53,67.43,65.49,80.0,3.26,84.59,72.26,20.4,0,1,10,4.9,1
3765,0,21,70.77,70.22,66.31,,62.41,5.81,56.51,58.85,26.7,0,1,1,4.7,1
3766,1,19,85.79,83.5,94.67,98.41,88.69,4.59,60.89,74.17,22.7,1,1,4,7.3,1
3767,1,23,76.37,40.91,49.53,55.46,85.54,5.41,91.12,80.52,11.1,0,1,3,4.4,2
3768,0,21,98.02,70.71,96.64,,59.36,9.94,59.97,67.92,17.7,1,1,10,7.0,1
3769,1,18,78.43,57.36,57.56,91.58,61.1,0.91,51.9,63.26,16.3,1,0,3,6.4,2
3770,1,19,93.61,57.7,57.96,98.9,77.01,7.11,96.68,57.65,21.2,0,1,1,8.7,1
3771,1,21,70.25,78.84,84.93,,91.73,6.92,58.42,77.79,16.0,1,1,9,8.7,2
3772,0,20,,63.87,79.69,58.69,98.2,2.66,94.54,75.86,26.7,0,1,5,4.3,1
3773,1,20,,56.61,73.68,50.15,59.08,0.47,50.03,62.48,9.4,0,1,4,4.5,3
3774,1,18,64.04,86.71,65.08,,97.18,4.13,90.7,95.81,19.2,0,1,6,8.4,2
3775,1,24,75.81,73.92,59.66,56.49,56.46,0.41,93.23,76.15,7.4,1,1,8,8.5,2
3776,1,24,65.29,61.41,68.03,,92.98,2.45,65.54,94.23,22.0,0,1,8,8.2,1
3777,1,23,96.09,57.54,65.18,63.19,94.33,6.34,64.41,93.5,12.2,1,1,5,5.3,1
3778,0,18,80.39,89.04,85.87,72.58,98.5,9.16,66.09,53.45,23.2,0,1,1,6.6,1
3779,1,18,82.17,86.0,79.43,88.96,78.47,3.79,76.63,64.33,27.1,0,1,4,6.4,1
3780,1,19,79.8,46.45,93.3,,66.18,8.14,81.12,69.74,16.3,0,1,1,7.0,1
3781,1,19,84.1,62.07,80.32,50.52,62.76,0.33,89.36,84.81,9.4,0,1,8,5.8,1
3782,1,21,75.55,57.76,88.66,88.87,53.67,7.97,88.1,89.41,11.3,0,1,5,6.6,3
3783,0,21,87.89,83.71,74.43,50.08,69.42,4.4,76.69,61.81,15.6,0,1,2,6.1,1
3784,1,23,95.82,64.46,51.53,51.08,76.39,1.1,89.28,99.57,12.6,0,1,2,4.8,1
3785,0,18,80.72,48.24,61.2,56.26,99.44,3.46,58.76,62.5,24.1,0,1,7,4.7,3
3786,0,23,,95.63,95.96,95.96,61.56,7.6,90.94,84.9,30.0,0,0,3,4.4,1
3787,1,19,61.27,81.87,45.16,55.51,78.62,1.06,64.81,52.94,17.0,0,1,10,6.6,1
3788,0,18,69.21,48.88,72.72,87.12,94.43,9.2,84.83,91.55,28.8,0,1,7,7.7,2
3789,1,19,55.25,60.45,70.42,94.45,95.74,0.41,99.33,78.01,27.2,1,1,9,6.1,2
3790,0,18,98.84,53.11,58.6,87.52,81.86,0.18,96.62,73.48,18.6,0,1,10,6.1,1
3791,1,21,69.65,83.63,43.89,68.58,67.16,5.38,68.13,57.73,29.3,1,1,4,4.4,1
3792,0,18,80.08,52.23,91.26,58.96,83.24,6.68,57.87,91.03,25.9,1,0,7,7.7,2
3793,0,18,87.56,48.71,42.57,63.05,54.41,0.29,68.07,77.69,12.1,0,0,9,6.2,1
3794,0,24,63.54,78.91,89.21,93.3,59.38,6.58,69.3,84.77,11.4,1,1,2,7.3,1
3795,0,24,60.66,78.03,74.47,61.39,94.5,4.42,76.67,94.04,16.2,0,1,3,5.2,2
3796,0,24,95.26,86.23,96.74,95.54,77.52,7.11,86.29,63.52,12.1,0,1,5,7.2,1
3797,0,22,81.35,98.84,65.2,,56.87,9.93,80.51,53.2,23.6,0,1,10,7.2,2
3798,1,20,50.94,98.21,80.97,55.06,87.41,4.17,59.65,50.82,27.9,0,1,5,5.8,2
3799,0,24,89.29,48.24,65.65,98.51,60.79,9.56,58.04,80.5,22.8,0,0,8,5.8,1
3800,1,24,68.08,82.67,90.26,83.74,70.06,8.39,97.99,56.65,9.0,0,0,7,9.0,3
3801,1,18,63.61,45.68,68.5,97.97,88.16,9.58,62.73,81.17,23.5,0,1,4,7.7,3
3802,1,19,75.95,59.59,71.63,66.02,67.5,9.05,58.07,65.29,5.6,1,1,7,4.8,3
3803,1,22,87.29,87.47,72.86,65.62,96.76,1.93,71.64,84.79,12.2,1,1,10,6.3,1
3804,1,19,64.63,63.2,84.96,99.71,69.46,6.24,72.71,92.57,15.5,0,1,8,7.9,1
3805,0,18,,57.42,61.94,81.46,98.91,3.9,53.5,86.59,26.0,1,1,1,6.5,1
3806,1,20,87.73,49.53,99.33,55.88,61.66,7.38,58.61,67.85,22.2,0,0,1,4.9,1
3807,1,23,61.19,50.38,68.4,75.03,75.1,9.96,94.92,74.86,26.2,0,1,4,4.3,2
3808,0,23,78.84,92.99,86.12,88.88,99.39,3.34,55.82,79.55,27.0,0,1,10,8.9,2
3809,1,22,55.15,71.64,56.84,84.94,90.69,9.25,70.13,61.39,24.1,1,1,3,6.1,3
3810,1,24,65.71,72.69,95.06,64.91,84.67,4.08,67.21,69.69,14.4,0,1,7,5.8,1
3811,0,22,86.97,60.86,55.88,82.56,56.48,9.86,95.89,67.07,7.3,0,1,5,5.2,1
3812,1,19,88.0,98.82,71.62,66.86,50.2,0.59,92.46,65.7,11.9,0,1,2,5.7,1
3813,1,22,82.1,53.63,77.91,60.62,88.06,2.29,64.76,64.89,11.9,0,1,10,7.7,1
3814,0,23,53.93,84.82,47.37,74.25,90.71,6.69,70.2,67.67,15.3,0,1,7,7.3,2
3815,1,22,59.23,43.65,67.56,51.95,54.74,8.17,74.73,50.72,8.2,0,1,4,5.4,2
3816,1,20,74.1,50.87,96.12,86.68,99.26,6.58,69.83,85.19,13.7,1,1,7,4.8,3
3817,0,22,84.31,96.24,56.84,70.88,55.86,3.31,80.7,93.1,26.2,0,0,6,7.6,1
3818,1,24,65.54,76.28,47.5,93.11,79.05,5.19,57.37,54.53,28.9,0,1,1,8.8,1
3819,0,20,,88.23,87.16,77.01,55.22,4.87,65.87,76.93,18.0,1,1,10,7.5,1
3820,0,20,69.74,68.53,94.48,56.77,55.33,8.04,63.66,85.44,21.0,1,1,10,4.7,2
3821,0,24,57.39,66.0,86.38,79.69,78.96,4.09,59.67,78.18,9.9,1,1,10,4.9,2
3822,1,24,63.93,84.81,94.82,82.24,69.17,3.79,72.38,54.13,15.8,1,1,5,5.5,2
3823,1,24,66.98,60.08,49.28,69.97,50.74,1.97,79.37,69.16,8.6,0,1,4,7.3,2
3824,0,22,71.32,74.66,86.53,,90.7,2.81,90.81,69.52,27.5,0,1,5,6.7,1
3825,0,20,85.44,89.01,64.15,95.22,65.56,4.53,75.58,57.75,10.8,0,1,10,8.1,1
3826,0,20,77.34,57.63,48.48,94.42,59.62,3.1,54.75,84.72,27.1,0,1,2,6.5,2
3827,0,23,,51.17,71.58,68.68,77.95,8.38,98.07,93.39,26.9,0,1,4,4.5,3
3828,0,18,,88.15,86.03,76.96,96.64,5.35,86.42,63.51,24.8,0,1,3,6.8,1
3829,1,23,,45.54,91.01,79.7,73.66,1.12,93.59,59.01,16.9,1,1,1,5.4,2
3830,0,20,70.67,44.09,66.9,59.24,99.45,4.39,52.83,98.22,17.9,0,1,1,5.9,2
3831,1,21,90.61,92.27,93.11,93.26,57.56,2.72,79.81,97.9,17.2,0,1,5,4.8,1
3832,1,23,74.98,72.24,52.04,80.3,86.2,8.91,93.23,91.26,6.7,0,1,5,5.3,2
3833,1,24,50.95,83.66,60.12,,84.11,2.53,73.19,60.91,14.7,1,1,1,4.4,3
3834,1,23,70.48,52.49,80.04,73.91,88.64,9.3,87.86,68.37,12.4,1,1,10,8.0,3
3835,1,21,83.93,91.27,42.79,55.94,75.88,6.83,84.02,96.03,8.4,1,1,8,5.8,1
3836,1,18,76.08,49.51,53.65,93.7,83.16,8.07,92.12,72.94,14.8,0,1,9,8.5,2
3837,1,22,90.1,76.47,52.51,,94.11,1.31,74.81,60.43,21.8,0,1,9,4.5,1
3838,1,23,,67.73,79.96,95.8,92.61,6.66,88.97,67.78,9.2,1,1,10,5.6,1
3839,1,24,96.57,45.38,63.36,88.95,80.75,9.6,76.27,53.98,5.0,0,1,1,4.9,1
3840,1,18,55.52,44.68,41.87,78.06,67.28,2.82,96.71,64.6,5.2,0,1,5,6.9,3
3841,1,24,69.04,66.4,68.23,93.97,93.49,8.1,82.55,62.91,12.9,0,0,9,7.5,2
3842,0,24,51.65,89.19,88.88,64.03,63.15,2.58,79.64,81.92,10.2,0,1,8,7.4,2
3843,1,21,84.47,71.18,78.52,96.31,97.93,8.65,87.96,82.38,8.5,0,1,3,4.5,3
3844,1,19,93.16,85.05,99.24,,80.59,9.33,74.52,54.35,10.6,0,1,7,5.2,1
3845,1,21,95.42,64.86,44.91,55.06,82.91,0.65,90.1,56.19,19.8,1,1,4,7.3,1
3846,1,20,60.02,61.14,86.27,99.1,77.93,9.72,67.91,66.94,23.5,1,1,10,4.4,2
3847,0,18,74.57,50.61,67.7,84.87,83.95,5.95,90.67,71.03,18.5,0,1,7,8.3,2
3848,0,20,77.57,52.88,73.16,,95.7,5.55,60.99,87.72,14.2,0,1,9,7.5,2
